Sample_ID,PetroNo,Sample_type,Date_sampled,WaterYear,NAT_LOC,Site_name,Watershed,River,Reach,Lat_dd,Long_dd,Collector,Source,Paired_with,Sr8786,SD,Notes
IEP453,,Water,36412,1999,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.7049194,0.000008,
IEP507,,Water,36985,2001,SAC,Sacramento River at Red Bluff,Sacramento River,Sacramento River,Upper,40.153884,-122.20111,Peter Weber,"Weber, unpublished",,0.705066753,0.0000215,
IEP519,,Water,36999,2001,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70583,0.0001,
IEP603,,Water,37331,2002,SAC,Sacramento River at Redding Convention Center,Sacramento River,Sacramento River,Upper,40.580449,-122.365362,Peter Weber,"Weber, unpublished",,0.70477,0.00006,
ISO_060517_02,,Water,42891,2017,SAC,"Sacramento R, Redding",Sacramento River,Sacramento River,Upper,40.538422,-122.358018,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.705068,0.0000105,
ISO_060517_04,,Water,42891,2017,SAC,"Sacramento R, Red Bluff River Park",Sacramento River,Sacramento River,Upper,40.176244,-122.229065,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.705195,0.0000161,
O18-027,,Water,42226,2015,SAC,Sacramento Rive@ RBDD,Sacramento River,Sacramento River,Upper,40.153889,-122.198889,Rachel Johnson,Johnson & Sturrock unpub.,oxygen,0.705031,0.00000994,
SAC_RB_060114,,Water,41791,2014,SAC,"Sacramento R, Red Bluff River Park",Sacramento River,Sacramento River,Upper,40.172653,-122.227382,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.704756,0.00001,ID incorrectly labelled City Park - should be River Park
D12_SJR_MOSS_011614,,Water,41655,2014,SJR,"San Joaquin R, Mossdale Crossing",San Joaquin River,San Joaquin River,Mid,37.786416,-121.306787,Anna Sturrock,Sturrock et al (in review),clams,0.70704,0.0000107,
ISO_021317_01,,Water,42779,2017,SJR,"San Joaquin R, Mossdale Crossing",San Joaquin River,San Joaquin River,Mid,37.786416,-121.306787,Gretchen Murphy (CDFW),Sturrock et al (in review),,0.707353,0.0000112,
S01_SJR_STACON_012114,,Water,41660,2014,SJR,San Joaquin R below Stan (2 rivers RV park),San Joaquin River,San Joaquin River,Mid,37.666176,-121.242378,Anna Sturrock,Sturrock et al (in review),clams,0.706857,0.0000139,
SJR_DUR_080812,,Water,41129,2012,SJR,"San Joaquin R, Durham Ferry",San Joaquin River,San Joaquin River,Mid,37.68767,-121.25945,Anna Sturrock,Sturrock et al (in review),,0.707004,0.0000132,
SJR_MOSS_080812,,Water,41129,2012,SJR,"San Joaquin R, Mossdale Crossing",San Joaquin River,San Joaquin River,Mid,37.786416,-121.306787,Anna Sturrock,Sturrock et al (in review),,0.706915,0.0000082,
SJR_STACON_080812,,Water,41129,2012,SJR,"San Joaquin R, Bend past Stan",San Joaquin River,San Joaquin River,Mid,37.66879,-121.24629,Anna Sturrock,Sturrock et al (in review),,0.707024,0.0000089,
SJR_TUOCON_080812,,Water,41129,2012,SJR,"San Joaquin R, Tuolumne confluence",San Joaquin River,San Joaquin River,Mid,37.63802,-121.19688,Anna Sturrock,Sturrock et al (in review),,0.707147,0.0000069,
T01_SJR_REFU_020514,,Water,41675,2014,SJR,San Joquin R below Tuolumne (Wildlife Refuge),San Joaquin River,San Joaquin River,Mid,37.614758,-121.183644,Anna Sturrock,Sturrock et al (in review),clams,0.707246,0.0000123,
ISO_060817_02,,Water,42894,2017,STA,"Stanislaus R, Caswell RST",Stanislaus River,Stanislaus River,Lower,37.702093,-121.179134,Anna Sturrock,Sturrock et al (in review),oxygen,0.706637,0.000018,Stood on bank to collect
S02_STA_CAS_012114,,Water,41660,2014,STA,"Stanislaus R, Caswell RST",Stanislaus River,Stanislaus River,Lower,37.701862,-121.179092,Anna Sturrock,Sturrock et al (in review),wild_clams,0.706254,0.0000128,clams disappeared
S02_STA_CAS_060514,,Water,41795,2014,STA,"Stanislaus R, Caswell RST",Stanislaus River,Stanislaus River,Lower,37.701862,-121.179092,Anna Sturrock,Sturrock et al (in review),wild_clams,0.706264,0.00001,
S03_STA_060514,,Water,41795,2014,STA,"Stanislaus R, upstream of Canal",Stanislaus River,Stanislaus River,Lower,37.705086,-121.158913,Anna Sturrock,Sturrock et al (in review),clams,0.70627,0.000013,
STA_080812_01,,Water,41129,2012,STA,"Stanislaus R, Garden Rd ",Stanislaus River,Stanislaus River,Lower,37.66523,-121.22949,Anna Sturrock,Sturrock et al (in review),,0.706387,0.0000109,
STA_080812_02,,Water,41129,2012,STA,"Stanislaus R, SJR Confluence ",Stanislaus River,Stanislaus River,Lower,37.664991,-121.24059,Anna Sturrock,Sturrock et al (in review),,0.706406,0.000019,
STA_080812_03,,Water,41129,2012,STA,"Stanislaus R, SJR Confluence ",Stanislaus River,Stanislaus River,Lower,37.664991,-121.24059,Anna Sturrock,Sturrock et al (in review),,0.706406,0.0000179,Think we were still within the Stanislaus River (instead of sampling the plume of Stan water entering SJR as intended)
STA_CAS_080812,,Water,41129,2012,STA,"Stanislaus R, Caswell RST",Stanislaus River,Stanislaus River,Lower,37.702093,-121.179134,Anna Sturrock,Sturrock et al (in review),,0.706357,0.0000171,
STA_DIVRD_080812,,Water,41129,2012,STA,"Stanislaus R, Division Rd ",Stanislaus River,Stanislaus River,Lower,37.683661,-121.223556,Anna Sturrock,Sturrock et al (in review),,0.706378,0.0000159,
S05_STA_AG_060514,,Water,41795,2014,,"Stanislaus R, Ag canal",Stanislaus River,Stanislaus River,trib,37.705086,-121.158913,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70609,0.000012,
S04_STA_OB_012514,,Water,41664,2014,STA,"Stanislaus R, Orange Blossom",Stanislaus River,Stanislaus River,Upper,37.789158,-120.763458,Anna Sturrock,Sturrock et al (in review),clams,0.706302,0.0000138,
E2,,Water,41011,2012,,Sutter Bypass,Sutter Bypass,Sutter Bypass,floodplain,38.964297,-121.67083,Peter Weber,Phillis et al. 2018 Biological Conservation,SB1,0.705116,0.0000134,
E22,,Water,41072,2012,,Sutter Bypass,Sutter Bypass,Sutter Bypass,floodplain,38.964297,-121.67083,Peter Weber,Phillis et al. 2018 Biological Conservation,SB3,0.705339,0.0000085,
SR051915_01,,Water,42143,2015,,Sutter Bypass - Weir 2,Sutter Bypass,Sutter Bypass,floodplain,39.10212,-121.75834,F. Cordoleani,Cordoleani et al unpub.,,0.705292,0.0000107,"Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
SR072516_03,,Water,42576,2016,,Sutter Bypass - Weir 2,Sutter Bypass,Sutter Bypass,floodplain,39.10212,-121.75834,"F. Cordoleani, Alex Mc Huron and Jeremy Notch",Cordoleani et al unpub.,wild_clams,0.705344,0.0000098,"Paired with clams. Prefix (SR) for spring run, not to be confused with Stanislaus River. Also - Justin misnamed isotope file as ClearLake"
ISO_021317_03,,Water,42779,2017,,"Dry Creek, Modesto",Tuolumne River,Dry Creek (off Tuolumne),trib,37.65185,-120.962278,Gretchen Murphy (CDFW),"Sturrock & Johnson, unpub.",,0.706225,0.0000104,
T03_DRY_012414,,Water,41663,2014,,"Dry Creek, Modesto",Tuolumne River,Dry Creek (off Tuolumne),trib,37.630428,-120.986504,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.705756,0.0000126,
TUO_DRY_020813,,Water,41313,2013,,"Dry Creek, Modesto",Tuolumne River,Dry Creek (off Tuolumne),trib,37.64429,-120.983988,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70621115,0.0000389,
TUO_DRY_051512,,Water,41044,2012,,"Dry Creek, Modesto",Tuolumne River,Dry Creek (off Tuolumne),trib,37.64429,-120.983988,Tim Heyne (CDFW),"Sturrock & Johnson, unpub.",,0.706427,0.0000085,
TUO_GAS_020713,,Water,41312,2013,,Gasburg H2O (dry),Tuolumne River,Gasburg Creek,trib,37.66666,-120.46526,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7062651,0.0000389,
TUO_TUR_BATH_060414,,Water,41794,2014,,Turlock campground site #57 (tap water),Tuolumne River,ground_water,ground_water,37.631367,-120.581543,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.705957,0.000022,"Sr isotope data could be for the other Turlock Lake tap water sample (IDs became confused). However, both sample (plus replicate) represent ground water collected from fawcets within 2 miles of each other."
TUO_TUR_BATH_060514,,Water,41795,2014,,Turlock lake rec area (tap water),Tuolumne River,ground_water,ground_water,37.625046,-120.599564,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.706481,0.000013,"Sr isotope data could be for the other Turlock Lake tap water sample (IDs became confused). However, both sample (plus replicate) represent ground water collected from fawcets within 2 miles of each other."
TUO_HICK_020713,,Water,41312,2013,,Hickman Spill  (dry),Tuolumne River,Hickman Spill,trib,37.63547,-120.73772,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70730605,0.00003891,
TUO_HICKSPILL_031913,,Water,41352,2013,,Hickman Spill (flowing),Tuolumne River,Hickman Spill,trib,37.63547,-120.73772,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70769955,0.00003891,
T08_MODRES_012414,,Water,41663,2014,,Modesto Reservoir,Tuolumne River,Modesto Reservoir,trib,37.658157,-120.667999,Anna Sturrock,"Sturrock & Johnson, unpub.",wild_clams,0.707296,0.0000101,
TUO_PEAS_020713,,Water,41312,2013,,Peaslee Creek (dry),Tuolumne River,Peaslee Creek,trib,37.62646,-120.52529,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7066034,0.00003891,
ISO_021517_03,,Water,42781,2017,TUO,"Tuolumne R, Grayson",Tuolumne River,Tuolumne River,Lower,37.586177,-121.125496,"Jason Guignard, FishBio (contact =Andrea Fuller)","Sturrock & Johnson, unpub.",,0.707873,0.0000108,Bottle broke - sample decanted into acid washed bottle (batch 060117)
T02_SHILOH_012414,,Water,41663,2014,TUO,"Tuolumne R, Shiloh Rd",Tuolumne River,Tuolumne River,Lower,37.602749,-121.131577,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.706667,0.00000922,
T04_TUO_BELOWDC_012414,,Water,41663,2014,TUO,Tuol downstream of Dry Creek,Tuolumne River,Tuolumne River,Lower,37.627491,-120.984398,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.706525,0.0000107,
TUO_ABOVEDC_020813,,Water,41313,2013,TUO,Tuolumne upstream Dry Creek,Tuolumne River,Tuolumne River,Lower,37.627339,-120.982471,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70661925,0.00003891,
TUO_CARP_020813,,Water,41313,2013,TUO,"Tuolumne R, S. Carpenter Road",Tuolumne River,Tuolumne River,Lower,37.608706,-121.030318,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70656835,0.00003891,
TUO_DRY_MOUTH_020813,,Water,41313,2013,TUO,Mouth Dry Creek,Tuolumne River,Tuolumne River,Lower,37.62746,-120.98396,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70626105,0.00003891,
TUO_DRYCON_051512,,Water,41044,2012,TUO,Tuolomne R below Dry Creek,Tuolumne River,Tuolumne River,Lower,37.626426,-120.993477,Tim Heyne (CDFW),"Sturrock & Johnson, unpub.",,0.707321,0.0000081,
TUO_MOD_020813,,Water,41313,2013,TUO,"Tuolumne R, opp. Modesto Treatment Plant",Tuolumne River,Tuolumne River,Lower,37.60721,-121.01176,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7066151,0.00001256,
TUO_SHILOH_020813,,Water,41313,2013,TUO,"Tuolumne R, Shiloh Rd",Tuolumne River,Tuolumne River,Lower,37.602749,-121.131577,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70664215,0.00003891,
IEP335,,Water,36199,1999,TUO,"Tuolumne R, old Union Pacific Railroad bridge",Tuolumne River,Tuolumne River,Mid,37.626943,-120.990092,Peter Weber,"Weber, unpublished",,0.70807,0.00005,"We thought this was the burning bridge one but we know that ocured on 6/9/01 (i.e. when the ""lower TUO"" sample was taken). I think this was prob taken nearer Waterford"
T05_SANFE_012414,,Water,41663,2014,TUO,"Tuolumne R, Santa Fe Ave",Tuolumne River,Tuolumne River,Mid,37.6231,-120.89956,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.706619,0.0000114,
T06_TUO_FOX_012414,,Water,41663,2014,TUO,Fox Grove Park,Tuolumne River,Tuolumne River,Mid,37.61763,-120.84549,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.706799,0.0000141,
T07_TUO_WAT_012414,,Water,41663,2014,TUO,Waterford (River Park),Tuolumne River,Tuolumne River,Mid,37.636494,-120.753822,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.70727,0.0000133,
TUO_LEGION_051512,,Water,41044,2012,TUO,"Tuolomne R, Legion Park Boat ramp",Tuolumne River,Tuolumne River,Mid,37.622269,-120.972146,Tim Heyne (CDFW),"Sturrock & Johnson, unpub.",,0.70731,0.0000134,
TUO_SANFE_020713,,Water,41312,2013,TUO,"Tuolumne R, Santa Fe Ave",Tuolumne River,Tuolumne River,Mid,37.6231,-120.89956,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70663955,0.00003891,
TUO_WAT_020713,,Water,41312,2013,TUO,Tuolumne (Conf. W/ waterford treament),Tuolumne River,Tuolumne River,Mid,37.62901,-120.77433,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70719245,0.00003891,
T12_SALTER_060414,,Water,41794,2014,,Salter Gulch,Tuolumne River,Tuolumne River,trib,37.642484,-120.590069,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.707738,0.0000102,
IEP020,,Water,35734,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,Ingram & Weber 1999,,0.7078209,0.0000142,
IEP042,,Water,35754,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,Ingram & Weber 1999,,0.7078817,0.0000156,
IEP048,,Water,35781,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,Ingram & Weber 1999,,0.7078917,0.00000991,
IEP076,,Water,35810,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,Ingram & Weber 1999,,0.707578,0.00000849,
IEP109,,Water,35844,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70775,0.00001,
IEP116,,Water,35875,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70809,0.00001,
IEP142,,Water,35910,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,Ingram & Weber 1999,,0.7082617,0.00000992,
IEP158,,Water,35931,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70808,0.00002,"Multiple ""PKW_Sample_Name"" entries (from H2O names file) but cannot find associated data so just associating the single conc or Sr8786 values from ""consolidating in process"" and Weber Geology values wiith the top one (lowest sample number)"
IEP231,,Water,36027,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70778,0.00002,
IEP258,,Water,36068,1998,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70774,0.00004,
IEP278,,Water,36089,1999,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70773,0.00005,
IEP350,,Water,36234,1999,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70814,0.00002,
IEP365,,Water,36262,1999,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.70809,0.00002,
IEP501,,Water,37051,2001,TUO,"Tuolumne River, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Peter Weber,"Weber, unpublished",,0.707789124,0.0000136,
ISO_021317_02,,Water,42779,2017,TUO,"Tuolumne R, La Grange",Tuolumne River,Tuolumne River,Upper,37.665658,-120.457553,Gretchen Murphy (CDFW),"Sturrock & Johnson, unpub.",,0.708213,0.0000108,High flows
T10_TUO_TURCG_012414,,Water,41663,2014,TUO,Turlock campground (C.G.),Tuolumne River,Tuolumne River,Upper,37.631367,-120.581543,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.707597,0.0000116,
T11_TUO_CDFW_012514,,Water,41664,2014,TUO,"Tuolumne R, Old La Grange Rd",Tuolumne River,Tuolumne River,Upper,37.666361,-120.461916,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.707091,0.00000914,
TUO_GASCON_020713,,Water,41312,2013,TUO,Tuololumne Conf. w/ Gasburg LA GRANGE,Tuolumne River,Tuolumne River,Upper,37.66666,-120.46526,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7078929,0.00003891,
TUO_PEASCON_020713,,Water,41312,2013,TUO,Tuolumne/ Peaslee Confluence,Tuolumne River,Tuolumne River,Upper,37.62646,-120.52529,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.707801,0.00003891,
T09_TURLAKE_012414,,Water,41663,2014,,Turlock Lake,Tuolumne River,Turlock Lake,trib,37.625046,-120.599564,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.707571,0.000015,
TUO_020713,,Water,41312,2013,TUO,Mouth of treatment plant,Tuolumne River,unknown source,Mid,37.62901,-120.77433,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70707925,0.00003891,Not 100% sure if this is Modesto or Waterford treatment plant
TUO_AG_020713,,Water,41312,2013,,"Tuolumne R, Frantz nursery outlet pipe",Tuolumne River,unknown source,trib,37.63309,-120.76583,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70648265,0.00003891,tube label = Fran's Orchard
TUO_TREATSPILL_031913,,Water,41352,2013,,Tuolomne Waterford treatment spill,Tuolumne River,unknown source,trib,37.62901,-120.77433,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70773665,0.00003891,
D13_YOLTD_051514,,Water,41781,2014,,Yolo toedrain RST,Yolo Bypass,Yolo Bypass,floodplain,38.353461,-121.642975,Jared Frantzich (DWR),"Sturrock & Johnson, unpub.",clams,0.706151,0.0000126,So turbid could only collect 1/2 bottle
DEE_031213,,Water,41345,2013,,Deer Creek (off Yuba),Yuba River,Deer Creek (off Yuba),trib,39.22414,-121.27013,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70500675,0.00003891,
DEE_051113,,Water,41405,2013,,Deer Creek (off Yuba),Yuba River,Deer Creek (off Yuba),trib,39.22414,-121.27013,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.7049905,0.00001022,
Y05_DRY_011114,,Water,41650,2014,,"Dry Creek, Hammon Grove Park",Yuba River,Dry Creek (off Yuba),trib,39.23011,-121.400101,Anna Sturrock,"Sturrock & Johnson, unpub.",wild_clams,0.704633,0.0000118,clams disappeared
Y05_DRY_052814,,Water,41787,2014,,"Dry Creek, Hammon Grove Park",Yuba River,Dry Creek (off Yuba),trib,39.23011,-121.400101,Anna Sturrock,"Sturrock & Johnson, unpub.",wild_clams,0.704887,0.00003,
Y06_DRY_MOUTH_011114,,Water,41650,2014,,Dry Creek Mouth (Sycamore Ranch),Yuba River,Dry Creek (off Yuba),trib,39.22308,-121.407967,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.70614,0.0000114,
YUB_DRY_031213,,Water,41345,2013,,"Dry Creek, Hammon Grove Park",Yuba River,Dry Creek (off Yuba),trib,39.23011,-121.400101,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70461285,0.00003891,
YUB_DRY_051113,,Water,41405,2013,,"Dry Creek, Hammon Grove Park",Yuba River,Dry Creek (off Yuba),trib,39.23011,-121.400101,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.7047531,0.00000836,
ISO_081716_01,,Water,42599,2016,,"Yuba R, Goldfields",Yuba River,unknown source,trib,39.19433,-121.4666,"SR, MI (Jason Kindopp, DWR)","Sturrock & Johnson, unpub.",,0.707832,0.000013,"Water sample #5 - collected from bank, boated up Yuba River to where side channel enters river. Walked about a half mile up the channel to collection site. No clams present. "
YUB_GOLD_031213,,Water,41345,2013,,"Yuba R, Goldfields (Canal)",Yuba River,unknown source,trib,39.19946,-121.41759,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70782065,0.00003891,Not confident this canal would be accessible to salmon
07SB19,,Water,39206,2007,YUB,Yuba river at Hwy 70,Yuba River,Yuba River,Lower,39.134142,-121.589647,Peter Weber,"Weber, unpublished",,0.7083499,0.00000992,
07SB22,,Water,39240,2007,YUB,Yuba river at Hwy 70,Yuba River,Yuba River,Lower,39.134142,-121.589647,Peter Weber,"Weber, unpublished",,0.7084027,0.0000113,
ISO_060517_08,,Water,42891,2017,YUB,"Yuba R, Marysville",Yuba River,Yuba River,Lower,39.134969,-121.584687,Mollie Ogaz,"Sturrock & Johnson, unpub.",oxygen,0.708309,0.0000122,Couldn't find any clams
Y03_YUB_SIMP_011114,,Water,41650,2014,YUB,"Yuba R, Simpson Lane",Yuba River,Yuba River,Lower,39.141769,-121.576019,Anna Sturrock,"Sturrock & Johnson, unpub.",wild_clams,0.708315,0.0000133,"Check re. clams (says ""no clams"" but has a retrieval date?!)"
Y03_YUB_SIMP_052814,,Water,41787,2014,YUB,"Yuba R, Simpson Lane",Yuba River,Yuba River,Lower,39.141769,-121.576019,Anna Sturrock,"Sturrock & Johnson, unpub.",wild_clams,0.708341,0.000009,"Check re. clams (says ""no clams"" but has a retrieval date?!)"
YUB_SIMP_031213,,Water,41345,2013,YUB,"Yuba R, Simpson Lane",Yuba River,Yuba River,Lower,39.141769,-121.576019,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7084155,0.00003891,
YUB_SIMP_051113,,Water,41405,2013,YUB,"Yuba R, Simpson Lane",Yuba River,Yuba River,Lower,39.141769,-121.576019,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.7085175,0.00001064,
Y04_YUB_HALLW_011114,,Water,41650,2014,YUB,"Yuba R, Hallwood Blvd",Yuba River,Yuba River,Mid,39.181076,-121.516342,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.708304,0.0000127,
Y07_YUB_DRYCON_011114,,Water,41650,2014,YUB,Dry Creek-Yuba confluence (Sycamore Ranch),Yuba River,Yuba River,Mid,39.222088,-121.408272,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.708813,0.0000103,
YUB_GOLD_051113,,Water,41405,2013,YUB,"Yuba R, in goldfields area",Yuba River,Yuba River,Mid,39.189046,-121.484562,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.7088186,0.0000103,"Marianne said sample was more from mainstem so changed site description as not ""true goldfields"""
YUB_HALLW_031213,,Water,41345,2013,YUB,"Yuba R, Hallwood Blvd",Yuba River,Yuba River,Mid,39.181076,-121.516342,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70857155,0.00003891,
YUB_HALLW_051113,,Water,41405,2013,YUB,"Yuba R, Hallwood Blvd",Yuba River,Yuba River,Mid,39.181076,-121.516342,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.7086353,0.00001148,
IEP508,,Water,37059,2001,,N. Fork Yuba R. at Downieville,Yuba River,Yuba River,source,39.55905,-120.813188,Peter Weber,"Weber, unpublished",,0.70991,0.00004,
YUB_MF_031313,,Water,41346,2013,,"Yuba R, Mid Fork",Yuba River,Yuba River,source,39.39458,-121.08435,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7085362,0.00003891,
YUB_NF_031313,,Water,41346,2013,,"Yuba R, North Fork",Yuba River,Yuba River,source,39.51685,-121.01099,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7107609,0.00003891,
YUB_SF_031313,,Water,41346,2013,,"Yuba R, South Fork",Yuba River,Yuba River,source,39.29751,-121.08942,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.7113509,0.00003891,
Y08_YUB_PARKB_011114,,Water,41650,2014,YUB,"Yuba R, Parks bar",Yuba River,Yuba River,Upper,39.220993,-121.336433,Anna Sturrock,"Sturrock & Johnson, unpub.",clams,0.708827,0.0000102,
YUB_PARKB_031213,,Water,41345,2013,YUB,"Yuba R, Parks bar",Yuba River,Yuba River,Upper,39.220993,-121.336433,Anna Sturrock,"Sturrock & Johnson, unpub.",,0.70878805,0.00003891,
YUB_PARKB_051113,,Water,41405,2013,YUB,"Yuba R, Parks bar",Yuba River,Yuba River,Upper,39.220993,-121.336433,"Marianne Pott, SYRCL","Sturrock & Johnson, unpub.",,0.70885,0.00001018,
IEP510,,Water,36999,2001,,Colusa Basin Drain,,,,38.925172,-121.915155,Peter Weber,"Weber, unpublished",,0.70615,0.00002,AMS assumed same site as the USGS gage site with same name (https://waterdata.usgs.gov/ca/nwis/nwismap/?site_no=385531121545501&agency_cd=USGS). PKW to check
IEP509,,Water,37058,2001,,Sierra Buttes Sardine Lake,,,,39.618135,-120.624421,Peter Weber,"Weber, unpublished",,0.70952,0.00003,Checked data because of the discrepancy between 509 and 509-D. Could find no apparent problems.
1_D03,ACA1,Clam,41776,2014,,D03 - Brannan Island,Delta,Delta,,38.097778,-121.570229,,,,0.706343528,0.000184241,rkm measured in my maps
1_D06,ACC2,Clam,41786,2014,MOK,D06 - Sac-Mok confluence,Mokelumne,Delta,Lower,38.223587,-121.507324,,,,0.706754291,0.000320544,rkm measured in my maps
1_T01_W,ACL9,Clam,41795,2014,SJR,T01 - SJR below Tuol (Wildlife Refuge),SJR,SJR,Lower,37.614758,-121.183644,,,,0.706665068,0.00031531,
1_T04.5,ACA7,Clam,41794,2014,TUO,T04.5 - Tuolumne-Dry Creek confluence,Tuolumne,Tuolumne,Lower,37.627624,-120.983463,,,,0.706577342,0.000267686,
1_T11,ACD6,Clam,41794,2014,TUO,T11 - Old La Grange Rd,Tuolumne,Tuolumne,Upper,37.666361,-120.461916,,,,0.707673098,0.000342356,
1_Y01,ACE8,Clam,41787,2014,FEA,Y01  - FEA @ Mosquito Beach,Feather,Feather,Mid,39.12793,-121.599609,,,,0.706269331,0.000341001,
1_Y05_W,ACA8,Clam,41787,2014,,Y05 - Dry Creek proper (Hammon Grove Park),Yuba,Dry Creek (YUB),trib,39.23011,-121.400101,,,,0.704771303,0.0006286,
2_D06,ACG3,Clam,41786,2014,MOK,D06 - Sac-Mok confluence,Mokelumne,Delta,Lower,38.223587,-121.507324,,,,0.706843094,0.000325698,Check this matches watershed etc in main water DB
2_D10,ACH1,Clam,41776,2014,,D10 - Middle river,Delta,Delta,,37.89344,-121.48851,,,,0.706555917,0.000192867,
2_D12,ACL5,Clam,41786,2014,SJR,D12 - SJR @Mossdale,SJR,SJR,Lower,37.788502,-121.30761,,,,0.706835042,0.000337446,
2_D13,ACD4,Clam,41774,2014,,D13_051514_YOLO - Yolo toedrain RST,Yolo,Yolo,,38.353461,-121.642975,,,,0.706260864,0.000226408,
2_S04,ACF4,Clam,41795,2014,STA,S04 - Orange Blossom,Stanislaus,Stanislaus,Upper,37.789158,-120.763458,,,,0.706208658,0.000297879,
